slice_id,10Percentile,90Percentile,Energy,Entropy,InterquartileRange,Kurtosis,Maximum,MeanAbsoluteDeviation,Mean,Median,Minimum,Range,RobustMeanAbsoluteDeviation,RootMeanSquared,Skewness,TotalEnergy,Uniformity,Variance,Autocorrelation,ClusterProminence,ClusterShade,ClusterTendency,Contrast,Correlation,DifferenceAverage,DifferenceEntropy,DifferenceVariance,Id,Idm,Idmn,Idn,Imc1,Imc2,InverseVariance,JointAverage,JointEnergy,JointEntropy,MCC,MaximumProbability,SumAverage,SumEntropy,SumSquares,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelRunEmphasis,LongRunEmphasis,LongRunHighGrayLevelEmphasis,LongRunLowGrayLevelEmphasis,LowGrayLevelRunEmphasis,RunEntropy,RunLengthNonUniformity,RunLengthNonUniformityNormalized,RunPercentage,RunVariance,ShortRunEmphasis,ShortRunHighGrayLevelEmphasis,ShortRunLowGrayLevelEmphasis,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelZoneEmphasis,LargeAreaEmphasis,LargeAreaHighGrayLevelEmphasis,LargeAreaLowGrayLevelEmphasis,LowGrayLevelZoneEmphasis,SizeZoneNonUniformity,SizeZoneNonUniformityNormalized,SmallAreaEmphasis,SmallAreaHighGrayLevelEmphasis,SmallAreaLowGrayLevelEmphasis,ZoneEntropy,ZonePercentage,ZoneVariance,label
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-000-fig1b.png,0.115972549,0.653227451,26382.78579,-3.20E-16,0.294117647,2.235843801,0.872835294,0.165155618,0.406210453,0.429698039,0.00113098,0.871704314,0.12273784,0.452306484,-0.209057947,26382.78579,1,0.039574223,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,940,1,0,1,36074.32851,36074.32851,36074.32851,1,7.020624531,11.28553568,0.011835291,0.007289082,6961.730137,0.015895288,0.015895288,0.015895288,2,1,0,1,4183436176,4183436176,4183436176,1,1,0.5,2.45E-10,2.45E-10,2.45E-10,1,1.55E-05,25765776,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-001-fig2a.png,0.245384314,0.637541176,23241.76466,-3.20E-16,0.231372549,2.560557932,0.943423529,0.124701642,0.441507521,0.441462745,0.139501961,0.803921569,0.09392486,0.466433751,0.339373584,23241.76466,1,0.022631553,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,872.25,1,0,1,28726.83786,28726.83786,28726.83786,1,7.053632277,10.16674459,0.011150966,0.008164918,6310.635896,0.01422515,0.01422515,0.01422515,2,1,0,1,2909501401,2909501401,2909501401,1,1,0.5,3.72E-10,3.72E-10,3.72E-10,1,1.87E-05,56392590.25,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-001-fig2b.png,0.174796078,0.57087451,12899.52042,-3.20E-16,0.231372549,2.432028784,1,0.123713156,0.357155167,0.339501961,0,1,0.094883239,0.386266195,0.396509168,12899.52042,1,0.02164176,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,777.5,1,0,1,22279.05684,22279.05684,22279.05684,1,6.935595076,10.03365709,0.012407621,0.00899291,4830.372703,0.015399476,0.015399476,0.015399476,2,1,0,1,1914759795,1914759795,1914759795,1,1,0.5,5.76E-10,5.76E-10,5.76E-10,1,2.31E-05,46056582.25,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-002-fig3a.png,0.072835294,0.664992157,17986.71972,-3.20E-16,0.301960784,2.902030412,1,0.180032885,0.363324016,0.343423529,0.00113098,0.99886902,0.127844996,0.42715548,0.53391479,17986.71972,1,0.050457463,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,899.75,1,0,1,21704.20726,21704.20726,21704.20726,1,7.114135764,10.78648089,0.011577015,0.00912729,6338.721406,0.033423716,0.033423716,0.033423716,2,1,0,1,2437150610,2437150610,2437150610,1,1,0.5,4.16E-10,4.16E-10,4.16E-10,1,2.03E-05,7745089,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-002-fig3b.png,0.159109804,0.65714902,20194.617,-3.20E-16,0.294117647,2.25082413,0.915161961,0.156375731,0.398990877,0.390482353,0.00113098,0.91403098,0.118200283,0.4407592,0.211552468,20194.617,1,0.035074952,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,944.5,1,0,1,22842.42753,22842.42753,22842.42753,1,7.06278877,10.92824956,0.011217901,0.009085924,6323.742783,0.030041536,0.030041536,0.030041536,2,1,0,1,2722407760,2722407760,2722407760,1,1,0.5,3.79E-10,3.79E-10,3.79E-10,1,1.92E-05,20903184,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-003-fig4a.png,0.214011765,0.633619608,24910.58509,-3.20E-16,0.250980392,2.299799822,0.864992157,0.135171432,0.420210435,0.414011765,0.088521569,0.776470588,0.10302289,0.449728149,0.300870349,24910.58509,1,0.025678599,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,944.75,1,0,1,29608.5748,29608.5748,29608.5748,1,7.167801357,10.55148293,0.010892792,0.007670667,7376.76405,0.031216514,0.031216514,0.031216514,2,1,0,1,3837729893,3837729893,3837729893,1,1,0.5,2.73E-10,2.73E-10,2.73E-10,1,1.62E-05,45387169,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-003-fig4b.png,0.186560784,0.735580392,32618.44748,-3.20E-16,0.341176471,1.980379064,0.955188235,0.177054288,0.456406747,0.445384314,0.021854902,0.933333333,0.138280794,0.500694668,0.112639814,32618.44748,1,0.042388032,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,1046.75,1,0,1,28377.06173,28377.06173,28377.06173,1,7.133557127,11.81891259,0.010865077,0.008044992,8714.106241,0.033692161,0.033692161,0.033692161,2,1,0,1,4374393377,4374393377,4374393377,1,1,0.5,2.61E-10,2.61E-10,2.61E-10,1,1.54E-05,142110241,2
1312A392-67A3-4EBF-9319-810CF6DA5EF6.jpeg,0.325490196,0.549019608,100150.8669,-3.20E-16,0.121568627,2.795269657,0.745098039,0.069413757,0.42982999,0.419607843,0.215686275,0.529411765,0.050517181,0.438218835,0.506594125,100150.8669,1,0.007281927,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,6790,1,0,1,30155.01088,30155.01088,30155.01088,1,4.110147663,1556.786635,0.233880555,0.013019585,24082.69654,0.4870561,0.4870561,0.4870561,2,1,0,1,69533723221,69533723221,69533723221,1,1,0.5,1.57E-11,1.57E-11,1.57E-11,1,3.83E-06,1537424100,2
23E99E2E-447C-46E5-8EB2-D35D12473C39.png,0.250980392,0.588235294,175627.4793,-3.20E-16,0.180392157,3.335962425,0.929411765,0.105501278,0.411832288,0.4,0.129411765,0.8,0.074141755,0.432746646,0.680180577,175627.4793,1,0.017663826,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,2408.75,1,0,1,259406.0613,259406.0613,259406.0613,1,8.10634951,19.74494561,0.008490383,0.002568424,44150.98609,0.005968523,0.005968523,0.005968523,2,1,0,1,2.20245E+11,2.20245E+11,2.20245E+11,1,1,0.5,4.57E-12,4.57E-12,4.57E-12,1,2.13E-06,362750116,2
2966893D-5DDF-4B68-9E2B-4979D5956C8E.jpeg,0.431372549,0.709803922,171068.9869,-3.20E-16,0.152941176,2.32261793,0.807843137,0.086531073,0.576992246,0.588235294,0.270588235,0.537254902,0.064761278,0.586282081,-0.290315798,171068.9869,1,0.010806626,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,6907.75,1,0,1,27079.72365,27079.72365,27079.72365,1,4.128056004,1545.479133,0.226874194,0.013879652,21758.70202,0.475443023,0.475443023,0.475443023,2,1,0,1,61933093153,61933093153,61933093153,1,1,0.5,1.62E-11,1.62E-11,1.62E-11,1,4.02E-06,9507972.25,2
2C26F453-AF3B-4517-BB9E-802CF2179543.jpeg,0.211764706,0.466666667,73438.54286,-3.20E-16,0.129411765,3.130616674,0.721568627,0.079578911,0.324957609,0.309803922,0.094117647,0.62745098,0.056500432,0.339818049,0.761407517,73438.54286,1,0.009878859,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,7325,1,0,1,38488.44805,38488.44805,38488.44805,1,4.164636261,1663.279806,0.231567495,0.011517984,30654.30221,0.484763216,0.484763216,0.484763216,2,1,0,1,1.03579E+11,1.03579E+11,1.03579E+11,1,1,0.5,1.06E-11,1.06E-11,1.06E-11,1,3.14E-06,2467208241,2
31BA3780-2323-493F-8AED-62081B9C383B.jpeg,0.396078431,0.678431373,95845.60787,-3.20E-16,0.164705882,2.473328668,0.823529412,0.090226564,0.550612297,0.568627451,0.188235294,0.635294118,0.067656202,0.561093518,-0.412425802,95845.60787,1,0.011652034,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,4670.5,1,0,1,18960.61537,18960.61537,18960.61537,1,4.232128908,919.9769356,0.197894032,0.015341282,14637.00192,0.434825456,0.434825456,0.434825456,2,1,0,1,23248614996,23248614996,23248614996,1,1,0.5,4.36E-11,4.36E-11,4.36E-11,1,6.57E-06,77686596,2
353889E0-A1E8-4F9E-A0B8-F24F36BCFBFB.jpeg,85,156,50420997403,2.11848174,39,2.403336673,211,21.53590566,122.9983595,125,43,168,15.97862793,125.7609898,-0.292219337,50420997403,0.25486453,687.2301218,20.68257413,52.03415125,-2.817747816,4.586299733,0.056020398,0.975864896,0.056019294,0.310709161,0.052829073,0.971990537,0.971990463,0.999138149,0.993775646,-0.832149039,0.98508435,0.056018329,4.421538653,0.228668367,2.471601196,0.977253989,0.318819528,8.843077306,2.415572259,1.160580033,45870.63796,0.236972921,1.35006531,21.19291094,1870.047725,43398.29269,103.5807026,0.066935605,6.612516347,27509.94012,0.140032632,0.060712736,1585.589628,0.365317411,8.147724168,0.023370932,3875.105798,0.226257126,1.479917231,22.22502481,65468127.87,1374851486,3598325.425,0.065618354,3763.587727,0.219745882,0.467616842,10.35920403,0.030338147,5.434900699,0.005372319,65433480.01,2
41591_2020_819_Fig1_HTML.webp-day10.png,0.203921569,0.450980392,1903.892998,-3.20E-16,0.133333333,3.582401365,0.698039216,0.078804298,0.31468556,0.294117647,0.137254902,0.560784314,0.055494719,0.329952327,0.910019897,1903.892998,1,0.009841537,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,339.5,1,0,1,4764.809061,4764.809061,4764.809061,1,5.909549857,8.431335719,0.023573799,0.019413312,894.5993214,0.018993591,0.018993591,0.018993591,2,1,0,1,76809185,76809185,76809185,1,1,0.5,1.33E-08,1.33E-08,1.33E-08,1,0.000114364,351649,2
41591_2020_819_Fig1_HTML.webp-day5.png,0.22745098,0.619607843,3648.218559,-3.20E-16,0.211764706,2.828679679,0.882352941,0.119720348,0.402735238,0.37254902,0.149019608,0.733333333,0.088240472,0.428566285,0.672746364,3648.218559,1,0.021473389,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,394.75,1,0,1,4708.817836,4708.817836,4708.817836,1,6.054759595,8.795730239,0.021172613,0.019873634,1031.897461,0.022134249,0.022134249,0.022134249,2,1,0,1,98840354.5,98840354.5,98840354.5,1,1,0.5,1.02E-08,1.02E-08,1.02E-08,1,0.00010069,205662.25,2
53EC07C9-5CC6-4BE4-9B6F-D7B0D72AAA7E.jpeg,0.349019608,0.615686275,120257.5374,-3.20E-16,0.152941176,2.216969046,0.764705882,0.083412484,0.487711604,0.490196078,0.211764706,0.552941176,0.063050944,0.497758624,-0.113981382,120257.5374,1,0.009901039,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,6966.25,1,0,1,27083.74242,27083.74242,27083.74242,1,3.977997518,1586.929506,0.234232466,0.014352394,21803.00404,0.485586842,0.485586842,0.485586842,2,1,0,1,59413875112,59413875112,59413875112,1,1,0.5,1.74E-11,1.74E-11,1.74E-11,1,4.12E-06,517380516,2
58cb9263f16e94305c730685358e4e_jumbo.jpeg,66,141,2800510321,2.231796573,42,2.863084337,218,23.72961305,100.3365752,97,34,184,17.47786388,104.439565,0.592494024,2800510321,0.237155469,840.1944158,13.57422772,79.94734855,6.551081779,5.376946344,0.098555618,0.963997031,0.098551648,0.462333348,0.088587993,0.950724837,0.950724573,0.998483765,0.989049861,-0.754865846,0.981673015,0.098548175,3.500660267,0.198853042,2.741244737,0.968317658,0.291567265,7.001320533,2.642664242,1.36887549,5961.268345,0.200942375,2.00938745,16.81476787,202.3380479,2541.707363,24.43505563,0.108588061,6.761817879,2519.599739,0.083830477,0.11540012,122.8880383,0.247149749,5.253826243,0.024733359,233.974744,0.159709723,3.189788582,20.13720137,3727180.015,41204294.99,456246.7997,0.13993975,142.3610922,0.097174807,0.290369352,6.352030894,0.043014633,7.02045044,0.005705984,3696465.838,2
6b44464d-73a7-4cf3-bbb6-ffe7168300e3.annot.original.jpeg,0.324083529,0.633887451,158277.2061,-3.20E-16,0.176470588,2.304008253,0.818201176,0.096530661,0.485062505,0.488789412,0.194671765,0.623529412,0.072135631,0.498848903,-0.009364638,158277.2061,1,0.013564594,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,7384.75,1,0,1,40515.21891,40515.21891,40515.21891,1,4.051406552,1666.160409,0.233722367,0.011610621,32205.68768,0.475866042,0.475866042,0.475866042,2,1,0,1,1.01856E+11,1.01856E+11,1.01856E+11,1,1,0.5,1.01E-11,1.01E-11,1.01E-11,1,3.14E-06,721674496,2
6CB4EFC6-68FA-4CD5-940C-BEFA8DAFE9A7.jpeg,0.333333333,0.584313725,143428.0797,-3.20E-16,0.133333333,2.532052587,0.756862745,0.076300039,0.456264005,0.450980392,0.180392157,0.576470588,0.055700763,0.46579203,0.156766516,143428.0797,1,0.008785374,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,7198.5,1,0,1,40161.34226,40161.34226,40161.34226,1,4.203745178,1625.604366,0.229171309,0.010889099,31630.16828,0.485123818,0.485123818,0.485123818,2,1,0,1,1.09325E+11,1.09325E+11,1.09325E+11,1,1,0.5,9.17E-12,9.17E-12,9.17E-12,1,3.03E-06,70157376,2
7AF6C1AF-D249-4BD2-8C26-449304105D03.jpeg,0.207843137,0.564705882,96846.61147,-3.20E-16,0.184313725,2.551304675,0.768627451,0.105643822,0.36403288,0.341176471,0.109803922,0.658823529,0.077165064,0.386190978,0.543652538,96846.61147,1,0.016623534,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,8753.25,1,0,1,28938.71492,28938.71492,28938.71492,1,4.190101265,1990.379423,0.229994464,0.013479977,23390.17108,0.484293802,0.484293802,0.484293802,2,1,0,1,1.05528E+11,1.05528E+11,1.05528E+11,1,1,0.5,9.52E-12,9.52E-12,9.52E-12,1,3.08E-06,113379904,2
7C69C012-7479-493F-8722-ABC29C60A2DD.jpeg,0.133333333,0.384313725,36477.75962,-3.20E-16,0.133333333,3.411164459,0.666666667,0.07834675,0.247297096,0.231372549,0.035294118,0.631372549,0.055157891,0.266213345,0.764544629,36477.75962,1,0.009713691,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,6982.75,1,0,1,30024.40014,30024.40014,30024.40014,1,4.018949998,1563.619973,0.230454884,0.013566193,24143.00881,0.475651705,0.475651705,0.475651705,2,1,0,1,67912471075,67912471075,67912471075,1,1,0.5,1.63E-11,1.63E-11,1.63E-11,1,3.89E-06,1679073552,2
80446565-E090-4187-A031-9D3CEAA586C8.jpeg,0.309803922,0.670588235,48834.68901,-3.20E-16,0.203921569,2.299917383,0.776470588,0.111016973,0.503714574,0.51372549,0.133333333,0.643137255,0.083503938,0.521062327,-0.35895794,48834.68901,1,0.017777577,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,3757.75,1,0,1,10527.5868,10527.5868,10527.5868,1,4.10292607,771.9559691,0.206820688,0.020891942,8216.54253,0.441462721,0.441462721,0.441462721,2,1,0,1,8096795114,8096795114,8096795114,1,1,0.5,1.24E-10,1.24E-10,1.24E-10,1,1.11E-05,8850625,2
85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg,0.298039216,0.596078431,77678.08466,-3.20E-16,0.160784314,2.609387427,0.823529412,0.092639539,0.443904642,0.443137255,0.152941176,0.670588235,0.067374462,0.458202227,0.194632504,77678.08466,1,0.01289795,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,5707.25,1,0,1,21087.25036,21087.25036,21087.25036,1,4.045776641,1302.749993,0.232786633,0.015425625,16714.2956,0.485411164,0.485411164,0.485411164,2,1,0,1,35061978519,35061978519,35061978519,1,1,0.5,3.15E-11,3.15E-11,3.15E-11,1,5.41E-06,839753462.3,2
93FE0BB1-022D-4F24-9727-987A07975FFB.jpeg,0.262745098,0.556862745,101052.6896,-3.20E-16,0.156862745,2.872581906,0.835294118,0.093431684,0.398050635,0.384313725,0.125490196,0.709803922,0.068170501,0.414348741,0.532936514,101052.6896,1,0.01324057,1,0,0,0,0,1,0,-3.20E-16,0,1,1,1,1,0,0,0,1,1,-3.20E-16,1,1,2,-3.20E-16,0,7624.5,1,0,1,31442.14851,31442.14851,31442.14851,1,4.181719965,1748.386429,0.233359098,0.012953751,25357.82052,0.48559258,0.48559258,0.48559258,2,1,0,1,87948089109,87948089109,87948089109,1,1,0.5,1.21E-11,1.21E-11,1.21E-11,1,3.40E-06,1337364900,2
